player_name,num_of_matches,win_rate,aces_per_svpt,df_rate,first_serve_in_pct,first_serve_won_pct,second_serve_in_pct,second_serve_won_pct,bp_faced_per_match,bp_saved_pct
Mackenzie Mcdonald,165,0.48484848484848486,0.0676239554953368,0.03095747840074673,0.641176845997262,0.6978864038446997,0.35882315400273795,0.5110799436450767,6.607361963190184,0.5738876168999811
Malek Jaziri,47,0.3829787234042553,0.050472679319396134,0.04318996103754066,0.5428104853062956,0.6667721329450215,0.4571895146937043,0.45800001731861933,8.044444444444444,0.5141119827884534
Marc Andrea Huesler,49,0.4489795918367347,0.11208031201567109,0.026057159511310893,0.6212701696962856,0.7433430709045861,0.37872983030371443,0.5286338564545573,5.911111111111111,0.5847781006871916
Marco Cecchinato,51,0.23529411764705882,0.07105331185145015,0.04107486870169967,0.6287017321987379,0.6918850848080241,0.371298267801262,0.5041921086172798,6.775510204081633,0.5680125996452527
Marcos Giron,149,0.48322147651006714,0.06709820032801694,0.02026784268441787,0.609607040626832,0.7200089990563909,0.390392959373168,0.5122494604300051,6.061224489795919,0.5840889162091024
Marin Cilic,175,0.5657142857142857,0.13145769002407962,0.041746853161327487,0.589761488174753,0.7843066396085884,0.4102385118252469,0.5076501321241793,6.0476190476190474,0.602841390736271
Marius Copil,55,0.45454545454545453,0.1565055717032034,0.038024931970509615,0.5839248806612689,0.7793258246536365,0.416075119338731,0.5254754506466625,5.6415094339622645,0.5560110988302477
Marton Fucsovics,177,0.4745762711864407,0.053821196206334174,0.03671841688217273,0.5929270768935326,0.6999544997042769,0.4070729231064673,0.5134915756315934,7.502958579881657,0.5745350448117247
Matteo Arnaldi,55,0.5272727272727272,0.07935022997187308,0.03850997380915509,0.5802899423709906,0.7180025964040453,0.41971005762900926,0.5110944360940772,6.927272727272728,0.5755159103716796
Matteo Berrettini,151,0.5562913907284768,0.12824940135022525,0.023187198132290324,0.6361469868193782,0.7781669057480309,0.3638530131806217,0.5190704282606856,5.406896551724138,0.6411685162348586
Matthew Ebden,51,0.4117647058823529,0.08802558683857305,0.06740174411530843,0.5912796595136488,0.7150172912645467,0.4087203404863511,0.4788716163094228,6.745098039215686,0.5756485867074103
Max Purcell,55,0.36363636363636365,0.11228038354438387,0.035225377316238794,0.579757952092302,0.7403183369682688,0.420242047907698,0.4835048524020941,7.038461538461538,0.6120939893439893
